PC1,PC2,Activity
10.690689473858022,-0.15313221249957473,WALKING
-9.908549088631295,0.14581771686097572,SITTING
-6.055351609000319,5.683386063924626,SITTING
24.104894566135997,-7.685455932569655,WALKING_DOWNSTAIRS
13.36014468180123,-0.15737308259592866,WALKING
-4.815138096252802,7.435698242039501,STANDING
12.52456278105365,-1.1651436236614097,WALKING_UPSTAIRS
11.872957814216372,0.5414398998465634,WALKING_DOWNSTAIRS
-10.953155448236117,-4.723610604226775,LAYING
8.441566317551189,0.9762070798220727,WALKING
-9.186520687440904,1.8156262877356737,SITTING
6.2849244837287435,2.4271956701886994,WALKING_UPSTAIRS
8.125455173949018,-0.1343749650189871,WALKING_UPSTAIRS
-8.40357264115418,3.383514172503883,STANDING
4.449318824648452,3.6235228115355396,WALKING_UPSTAIRS
5.354078947761907,2.9345217959412215,WALKING
8.31420935633919,-1.8606839318701613,WALKING_DOWNSTAIRS
-10.126527887199002,-7.616980392493505,LAYING
-11.6877732157931,-8.38799027871645,LAYING
1.2891754960276316,3.5892031294491447,WALKING_UPSTAIRS
-9.358109870948741,2.6080897053349417,STANDING
-10.169655438971544,-7.931094506086813,LAYING
4.892567787215911,2.7766074341571647,WALKING
8.95495215021737,1.9776979690562206,WALKING_DOWNSTAIRS
-8.89108504042915,2.6453472954495947,STANDING
0.7073374712867918,6.629234051489836,WALKING_UPSTAIRS
11.72740577829685,-1.403206960525991,WALKING_DOWNSTAIRS
-9.815849368119698,0.955469101599871,SITTING
-10.21145092186277,-1.173678563805967,SITTING
6.293990888179567,4.68500255482729,WALKING_UPSTAIRS
-5.995722684582113,4.955956020350355,STANDING
1.8658725182707832,2.9692352114188,WALKING
6.261666060121444,1.3527905304096302,WALKING
9.614950929145229,0.45847119247452,WALKING
13.80838846977663,-3.7259496029171237,WALKING_DOWNSTAIRS
-10.360221817357251,-2.3638035827085315,SITTING
-9.246317808665165,1.6751486343561672,STANDING
-11.293527539525016,-7.304848586644187,LAYING
9.080575790922582,4.132930458976616,WALKING
4.605318689522431,2.7094985457284992,WALKING_DOWNSTAIRS
-8.688509996253389,-7.996305553081106,LAYING
-7.95551673981011,3.86160124331853,STANDING
-9.971328905424194,-3.0446110671773168,SITTING
13.680616719267961,-2.557431643334531,WALKING_UPSTAIRS
4.596165658094627,4.579750351279114,WALKING_UPSTAIRS
-9.77844355166353,-3.959995417732197,LAYING
5.04041518466534,0.6219187992316839,WALKING_UPSTAIRS
-8.420134285342602,-7.491587387399119,LAYING
-11.3624112774573,-7.631946097532036,LAYING
17.07798458534171,-5.221302119487292,WALKING_DOWNSTAIRS
6.570750304067088,2.612108979972143,WALKING
-7.987812158436018,2.3258513607099363,SITTING
-10.607539962522752,-2.3181628033961306,LAYING
7.071959133923759,-0.7912183960990196,WALKING_UPSTAIRS
5.919322788447118,3.1996897155102153,WALKING_UPSTAIRS
